center,left,right,steering,throttle,reverse,speed
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_28_885.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_28_885.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_28_885.jpg,0,1,0,30.18798
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_28_955.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_28_955.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_28_955.jpg,0,1,0,30.18996
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_29_030.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_29_030.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_29_030.jpg,0,1,0,30.18993
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_29_097.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_29_097.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_29_097.jpg,0,1,0,30.18996
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_29_168.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_29_168.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_29_168.jpg,0,1,0,30.18996
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_29_239.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_29_239.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_29_239.jpg,0,1,0,30.18996
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_29_311.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_29_311.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_29_311.jpg,0,1,0,30.18995
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_29_382.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_29_382.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_29_382.jpg,0,1,0,30.18996
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_29_450.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_29_450.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_29_450.jpg,-0.15,1,0,30.18403
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_29_532.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_29_532.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_29_532.jpg,0,1,0,30.18933
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_29_616.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_29_616.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_29_616.jpg,0,1,0,30.18991
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_29_688.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_29_688.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_29_688.jpg,0,1,0,30.18997
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_29_764.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_29_764.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_29_764.jpg,0,1,0,30.19
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_29_834.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_29_834.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_29_834.jpg,0,1,0,30.19001
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_29_911.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_29_911.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_29_911.jpg,0,1,0,30.18999
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_29_982.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_29_982.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_29_982.jpg,0,1,0,30.18998
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_30_059.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_30_059.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_30_059.jpg,0,1,0,30.18999
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_30_131.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_30_131.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_30_131.jpg,0,1,0,30.19
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_30_209.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_30_209.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_30_209.jpg,0,1,0,30.18998
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_30_288.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_30_288.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_30_288.jpg,0,1,0,30.19
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_30_381.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_30_381.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_30_381.jpg,0,1,0,30.19
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_30_458.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_30_458.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_30_458.jpg,0,1,0,30.19
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_30_532.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_30_532.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_30_532.jpg,0,1,0,30.18999
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_30_613.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_30_613.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_30_613.jpg,-0.15,1,0,30.06201
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_30_687.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_30_687.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_30_687.jpg,-0.35,1,0,30.30607
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_30_763.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_30_763.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_30_763.jpg,0,1,0,30.06034
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_30_838.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_30_838.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_30_838.jpg,0,1,0,30.05331
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_30_914.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_30_914.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_30_914.jpg,0,1,0,29.87521
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_30_994.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_30_994.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_30_994.jpg,0,1,0,30.17418
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_31_069.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_31_069.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_31_069.jpg,0,1,0,30.18958
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_31_149.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_31_149.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_31_149.jpg,0,1,0,30.19072
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_31_231.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_31_231.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_31_231.jpg,0,1,0,30.19064
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_31_310.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_31_310.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_31_310.jpg,-0.1,1,0,30.18784
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_31_386.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_31_386.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_31_386.jpg,-0.3,1,0,30.16932
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_31_466.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_31_466.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_31_466.jpg,0,1,0,30.18823
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_31_546.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_31_546.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_31_546.jpg,0,1,0,30.18998
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_31_629.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_31_629.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_31_629.jpg,0,1,0,30.19024
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_31_704.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_31_704.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_31_704.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_31_782.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_31_782.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_31_782.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_31_865.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_31_865.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_31_865.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_31_942.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_31_942.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_31_942.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_32_015.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_32_015.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_32_015.jpg,-0.05,1,0,30.18971
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_32_094.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_32_094.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_32_094.jpg,-0.25,1,0,30.17478
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_32_163.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_32_163.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_32_163.jpg,0,1,0,30.19015
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_32_256.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_32_256.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_32_256.jpg,0,1,0,30.19022
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_32_329.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_32_329.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_32_329.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_32_412.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_32_412.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_32_412.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_32_517.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_32_517.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_32_517.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_32_613.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_32_613.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_32_613.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_32_695.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_32_695.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_32_695.jpg,-0.1,1,0,30.18765
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_32_766.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_32_766.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_32_766.jpg,-0.3,1,0,30.16926
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_32_841.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_32_841.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_32_841.jpg,0,1,0,30.19011
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_32_907.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_32_907.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_32_907.jpg,0,1,0,30.18986
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_32_990.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_32_990.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_32_990.jpg,0,1,0,30.1902
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_33_057.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_33_057.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_33_057.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_33_133.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_33_133.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_33_133.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_33_227.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_33_227.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_33_227.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_33_302.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_33_302.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_33_302.jpg,-0.1,1,0,30.18777
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_33_377.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_33_377.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_33_377.jpg,-0.3,1,0,30.16939
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_33_445.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_33_445.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_33_445.jpg,0,1,0,30.17937
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_33_514.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_33_514.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_33_514.jpg,0,1,0,30.18834
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_33_582.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_33_582.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_33_582.jpg,0,1,0,30.18995
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_33_651.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_33_651.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_33_651.jpg,0,1,0,30.19018
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_33_723.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_33_723.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_33_723.jpg,0,1,0,30.19025
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_33_792.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_33_792.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_33_792.jpg,0,1,0,30.19033
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_33_880.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_33_880.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_33_880.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_33_949.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_33_949.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_33_949.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_34_034.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_34_034.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_34_034.jpg,-0.15,1,0,30.18461
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_34_111.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_34_111.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_34_111.jpg,-0.35,1,0,30.1635
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_34_180.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_34_180.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_34_180.jpg,0,1,0,30.18825
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_34_250.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_34_250.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_34_250.jpg,0,1,0,30.19003
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_34_325.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_34_325.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_34_325.jpg,0,1,0,30.19024
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_34_414.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_34_414.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_34_414.jpg,-0.15,1,0,30.18493
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_34_484.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_34_484.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_34_484.jpg,-0.35,1,0,30.16452
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_34_559.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_34_559.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_34_559.jpg,-0.5000001,1,0,30.14615
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_34_626.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_34_626.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_34_626.jpg,-0.7,1,0,30.12124
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_34_696.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_34_696.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_34_696.jpg,0,1,0,30.1792
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_34_766.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_34_766.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_34_766.jpg,0,1,0,30.18803
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_34_840.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_34_840.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_34_840.jpg,0,1,0,30.18942
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_34_908.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_34_908.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_34_908.jpg,-0.15,1,0,30.18719
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_34_977.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_34_977.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_34_977.jpg,-0.3,1,0,30.17271
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_35_048.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_35_048.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_35_048.jpg,-0.5000001,1,0,30.14774
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_35_123.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_35_123.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_35_123.jpg,-0.7,1,0,30.12268
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_35_191.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_35_191.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_35_191.jpg,-0.8500001,1,0,30.10619
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_35_260.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_35_260.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_35_260.jpg,0,1,0,30.16507
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_35_330.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_35_330.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_35_330.jpg,0,1,0,30.18572
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_35_400.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_35_400.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_35_400.jpg,0,1,0,30.18774
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_35_473.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_35_473.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_35_473.jpg,0,1,0,30.19085
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_35_542.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_35_542.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_35_542.jpg,0,1,0,30.19018
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_35_609.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_35_609.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_35_609.jpg,0,1,0,30.19002
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_35_680.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_35_680.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_35_680.jpg,-0.05,1,0,30.18948
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_35_756.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_35_756.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_35_756.jpg,-0.25,1,0,30.17649
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_35_823.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_35_823.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_35_823.jpg,0,1,0,30.18955
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_35_896.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_35_896.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_35_896.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_35_969.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_35_969.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_35_969.jpg,0,1,0,30.19154
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_36_042.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_36_042.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_36_042.jpg,0,1,0,30.19077
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_36_110.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_36_110.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_36_110.jpg,-0.1,1,0,30.18901
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_36_183.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_36_183.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_36_183.jpg,-0.25,1,0,30.17468
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_36_256.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_36_256.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_36_256.jpg,-0.45,1,0,30.1517
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_36_324.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_36_324.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_36_324.jpg,-0.6500001,1,0,30.12884
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_36_395.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_36_395.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_36_395.jpg,-0.8000001,1,0,30.10935
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_36_472.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_36_472.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_36_472.jpg,-1,1,0,30.09302
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_36_540.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_36_540.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_36_540.jpg,-1,1,0,30.10522
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_36_613.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_36_613.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_36_613.jpg,0,1,0,30.17516
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_36_695.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_36_695.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_36_695.jpg,0,1,0,30.18595
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_36_786.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_36_786.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_36_786.jpg,0,1,0,30.19017
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_36_857.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_36_857.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_36_857.jpg,0,1,0,30.1904
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_36_932.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_36_932.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_36_932.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_37_009.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_37_009.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_37_009.jpg,0,1,0,30.19037
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_37_078.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_37_078.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_37_078.jpg,-0.1,1,0,30.1878
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_37_160.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_37_160.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_37_160.jpg,-0.3,1,0,30.16929
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_37_246.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_37_246.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_37_246.jpg,0,1,0,30.18975
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_37_324.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_37_324.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_37_324.jpg,0,1,0,30.19006
